# time,flux,err
5.730091999999999825e+04,3.399164999999999992e+00,1.139268999999999976e-01
5.730990000000000146e+04,3.550727000000000189e+00,1.215243000000000018e-01
5.731888999999999942e+04,3.552137999999999796e+00,1.149970000000000020e-01
5.732787999999999738e+04,3.451959000000000000e+00,1.072425999999999935e-01
5.733686000000000058e+04,3.485433000000000003e+00,7.477045999999999693e-02
5.734584999999999854e+04,3.531552000000000024e+00,8.105257999999999907e-02
5.735483999999999651e+04,3.481177000000000188e+00,1.136944000000000010e-01
5.736381999999999971e+04,3.410257000000000094e+00,1.220341999999999955e-01
5.737280999999999767e+04,3.496821999999999875e+00,1.081449000000000021e-01
5.738179000000000087e+04,3.440786000000000122e+00,1.211836000000000024e-01
5.739077999999999884e+04,3.410010999999999903e+00,1.404125999999999985e-01
5.739976999999999680e+04,3.529052000000000078e+00,1.256078999999999946e-01
5.740875000000000000e+04,3.752949999999999786e+00,1.339199000000000084e-01
5.741773999999999796e+04,4.251890999999999643e+00,4.532184999999999686e-02
5.742673000000000320e+04,4.201539000000000357e+00,9.614098999999999562e-02
5.743570999999999913e+04,4.185093000000000174e+00,5.471466999999999997e-02
5.744469999999999709e+04,4.287004999999999733e+00,1.141821999999999976e-01
5.745369000000000233e+04,4.371749000000000329e+00,8.225743000000000638e-02
5.746266999999999825e+04,4.305384000000000100e+00,8.271654000000000506e-02
5.747166000000000349e+04,4.190701999999999927e+00,9.628151999999999544e-02
5.748065000000000146e+04,4.198262999999999856e+00,5.063184999999999908e-02
5.748962999999999738e+04,4.215351000000000070e+00,8.682133000000000211e-02
5.749862000000000262e+04,4.222716000000000136e+00,1.002306000000000030e-01
5.750761000000000058e+04,4.323173999999999850e+00,7.217787999999999982e-02
5.751658999999999651e+04,4.201547999999999838e+00,8.936238999999999988e-02
5.752558000000000175e+04,4.278986999999999874e+00,9.768670999999999605e-02
5.753456999999999971e+04,4.376030000000000086e+00,7.305678000000000172e-02
5.754355000000000291e+04,4.465578999999999965e+00,6.985099999999999643e-02
5.755254000000000087e+04,4.564352999999999660e+00,7.795016999999999918e-02
5.756152999999999884e+04,4.658968999999999916e+00,1.220105999999999968e-01
5.757051000000000204e+04,4.758950999999999709e+00,9.223236999999999408e-02
5.757950000000000000e+04,4.629646000000000150e+00,8.421791000000000693e-02
5.758848999999999796e+04,4.109341999999999828e+00,1.627942000000000000e-01
5.759747000000000116e+04,3.668937999999999811e+00,1.466310000000000113e-01
5.760645999999999913e+04,3.480821000000000165e+00,1.989553000000000016e-01
5.761544999999999709e+04,3.498059000000000029e+00,1.919810000000000128e-01
5.762443000000000029e+04,3.593548999999999882e+00,1.708923999999999999e-01
5.763341999999999825e+04,3.402159999999999851e+00,2.042557999999999874e-01
5.764241000000000349e+04,3.430790000000000006e+00,1.709790999999999950e-01
5.765138999999999942e+04,3.605647999999999964e+00,1.370082999999999995e-01
5.766037999999999738e+04,3.379528000000000088e+00,1.666597999999999968e-01
5.766936000000000058e+04,3.416129000000000193e+00,1.585004000000000135e-01
5.767834999999999854e+04,3.526199000000000083e+00,1.234275999999999984e-01
5.768733999999999651e+04,3.397823999999999955e+00,1.213325999999999988e-01
5.769631999999999971e+04,3.484068000000000165e+00,1.264541999999999888e-01
5.770530999999999767e+04,3.343196999999999974e+00,1.180951999999999974e-01
5.771430000000000291e+04,3.360834000000000099e+00,1.231504999999999961e-01
5.772327999999999884e+04,3.353018000000000054e+00,1.126347999999999933e-01
5.773226999999999680e+04,3.322083000000000119e+00,1.176632999999999984e-01
5.774126000000000204e+04,3.383757000000000126e+00,1.380310999999999899e-01
5.775023999999999796e+04,3.256369999999999987e+00,1.419661999999999868e-01
5.775923000000000320e+04,3.330725999999999853e+00,1.150730999999999976e-01
5.776822000000000116e+04,3.366654000000000035e+00,1.222588000000000008e-01
5.777719999999999709e+04,3.571232000000000184e+00,1.181236999999999981e-01
5.778619000000000233e+04,3.689127000000000045e+00,7.982361999999999791e-02
5.779518000000000029e+04,3.783128000000000046e+00,9.545117999999999658e-02
5.780416000000000349e+04,3.786449000000000176e+00,7.652957999999999983e-02
5.781315000000000146e+04,3.765582000000000207e+00,9.754205999999999988e-02
5.782213999999999942e+04,3.773750000000000160e+00,9.466763000000000261e-02
5.783112000000000262e+04,3.820269000000000137e+00,4.434841999999999951e-02
5.784011000000000058e+04,3.761000000000000121e+00,1.046334000000000014e-01
5.784909999999999854e+04,3.712276000000000131e+00,7.135289000000000215e-02
5.785808000000000175e+04,3.579915000000000180e+00,8.458543000000000311e-02
5.786706999999999971e+04,3.501955000000000151e+00,1.266134999999999899e-01
5.787605999999999767e+04,3.439401000000000153e+00,1.103516999999999970e-01
5.788504000000000087e+04,3.387865999999999822e+00,1.295348000000000055e-01
5.789402999999999884e+04,3.400617000000000001e+00,6.254025000000000556e-02
5.790301999999999680e+04,3.364686999999999983e+00,6.289314999999999489e-02
5.791200000000000000e+04,3.417870999999999881e+00,1.023233999999999949e-01
5.792098999999999796e+04,3.411219000000000001e+00,5.670423000000000130e-02
5.792998000000000320e+04,3.237153000000000169e+00,1.050172999999999940e-01
5.793895999999999913e+04,3.248045999999999989e+00,1.215182000000000068e-01
5.794794999999999709e+04,3.360564000000000107e+00,1.091460000000000069e-01
5.795694000000000233e+04,3.224285000000000068e+00,9.061732000000000120e-02
5.796591999999999825e+04,3.329343000000000163e+00,1.073092999999999964e-01
5.797491000000000349e+04,3.238684999999999814e+00,1.014435999999999949e-01
5.798388999999999942e+04,3.255843000000000043e+00,1.318937000000000026e-01
5.799287999999999738e+04,3.281232000000000149e+00,1.408245999999999942e-01
5.800187000000000262e+04,3.246245000000000047e+00,1.313301000000000052e-01
5.801084999999999854e+04,3.316715999999999998e+00,1.194979999999999931e-01
5.801983999999999651e+04,3.402359000000000133e+00,1.072030999999999956e-01
5.802883000000000175e+04,3.181119999999999948e+00,8.333717000000000208e-02
5.803780999999999767e+04,3.252320000000000100e+00,8.883799000000000556e-02
5.804680000000000291e+04,3.180114000000000107e+00,1.076918000000000042e-01
5.805579000000000087e+04,3.233776000000000206e+00,7.622033999999999754e-02
5.806476999999999680e+04,3.154577000000000186e+00,1.137312000000000045e-01
5.807376000000000204e+04,3.180293999999999954e+00,1.217516000000000015e-01
5.808275000000000000e+04,3.257750999999999841e+00,7.209706999999999921e-02
5.809173000000000320e+04,3.166732999999999798e+00,8.790604000000000473e-02
5.810072000000000116e+04,3.189954999999999874e+00,1.060933000000000015e-01
5.810970999999999913e+04,3.196123000000000047e+00,7.328574000000000199e-02
5.811869000000000233e+04,3.151730999999999838e+00,9.603702999999999546e-02
5.812768000000000029e+04,3.196848999999999830e+00,9.262890999999999486e-02
5.813666999999999825e+04,3.199038999999999966e+00,1.412479000000000096e-01
5.814565000000000146e+04,3.187971000000000110e+00,1.133996000000000032e-01
5.815463999999999942e+04,3.143088999999999800e+00,1.554159999999999986e-01
5.816362999999999738e+04,3.104633000000000198e+00,1.561876000000000098e-01
5.817261000000000058e+04,3.051223999999999936e+00,1.014507000000000048e-01
5.818159999999999854e+04,3.055499999999999883e+00,1.431462000000000012e-01
5.819058999999999651e+04,3.063396000000000008e+00,1.500263000000000013e-01
5.819956999999999971e+04,3.097119999999999873e+00,1.005708000000000019e-01
5.820855999999999767e+04,3.292527000000000204e+00,9.258553999999999395e-02
5.821755000000000291e+04,3.166294000000000164e+00,6.538581999999999728e-02
